movieId,keywords
565,"journalist, drowning, island, television, horse, videoband, investigation, telephone, remake, paranormal, curse, cabin in the woods, ghost, well, videotape, supernatural horror, mysterious death, remake of asian film"
49872,"witch, fairy, fairy tale, forest, children, sandman, evil witch, hansel and gretel"
40969,"female nudity, magic, nudity, mask, college, costume, surprise, stalker, party, revenge, murder, independent film, serial killer, masked killer, blood, severed head, slasher, train, killer, severed hand, psycho, canuxploitation"
5917,"hero, ranch, shootout, trial, one man army, rancher, brutality, justice, rustler"
140413,"midlife crisis, drugstore"
8691,"colombia, tribe, jungle, torture, cannibal, exploitation film, anthropologist, video nasty"
66592,charlie chan
25773,friendship
26560,"journalist, camping, rocky mountains, eagle, bear, love affair, cultural conflict, mountain lion, newspaper columnist"
225,"individual, strike"
26444,"canada, wilderness, survival"
5062,"child abuse, suspense"
27016,punk rock
265,"berlin, music record, jewry, resistance, show business, in love with enemy, zurich, switzerland, radio station, musical"
2264,"corruption, brothel, province, bavaria, coburg, prostitution, the miracle on the rhine, adenauer"
47886,"male nudity, female nudity, detective, shower, perversity, nudity, childhood trauma, stalker, puzzle, murder, independent film, cult favorite, serial killer, surprise ending, slasher, chainsaw, mutilations, university, stabbing, killer, black gloved killer, black gloves"
1672,"paris, prison, africa, homeless person, wife husband relationship, intelligence, revenge, escape from prison"
9012,"disgust, pain, stunts, music video, stuntman, stupidity, shocking"
1360,"painter, love of one's life, disabled, woman director"
1941,"israel, jewry, middle east conflict, epic"
26685,
8427,"budapest, kidnapping, boxer, secret agent, liberation of hostage, hostage-taking, woman director"
65,"individual, street gang, adolescence, rap music, hip-hop, rhyme battle, trailer park, ethnic stereotype, single, detroit, eminem"
27204,
152023,
672,"flying car, witch, magic, cutting the cord, child hero, broom, sorcerer's apprentice, school of witchcraft, giant snake, black magic, aftercreditsstinger"
542,"heart attack, drug traffic, drug crime, mexican province, celibacy, priest, pregnancy, catholicism, new mexican cinema"
33251,"grandmother grandson relationship, woman director"
2165,"defense industry, loss of daughter, suspense, woman director"
53000,suspense
1377,"parent child relationship, houseboat, ball, nanny, boat wedding, class society, single father"
2528,"adultery, bourgeoisie"
96966,
26325,"tarzan, erotic thriller"
69169,tattoo
31921,
32625,woman director
8198,"terror, journalist, lover (female), saigon, indochina"
64,"suicide, spain, rape, coma, bullfight, torera, journalist, sexual abuse, dying and death, theatre milieu, friendship, car crash, hospital, pregnancy"
2103,"clone, loss of sense of reality, hallucination, space travel, grief, space, psychologist, outer space, astronaut, loss of loved one, space station, unusual phenomena"
9016,"cyborg, based on novel, space marine, mutiny, loss of father, map, pirate gang, treasure hunt, little boy, space, alien, animation, money, treasure map, planet, troubled teen, space pirate"
27070,"femme fatale, zombie, motorcycle gang, girls with guns"
5261,"berlin, bomb, fight, evidence, punk, kreuzberg, squatter, mansion, childhood friends"
6007,mentally disabled
125337,
7011,"telekinesis, supernatural, evil doll, toys, robot, demon, ghost, dimension"
2757,"alligator, marriage crisis, writer's block, orchid"
7299,"resistance, fascism, totalitarian regime, destroy, phasing, dystopia, book burning, outlaw, government agent"
78022,
26356,"greek mythology, ritual, marriage crisis, medea, revenge, infanticide"
4241,"rape, sexual abuse, married couple, longing, knife, marriage crisis, necrophilia, sodomy, independent film, sexual harassment, sexual violence, psychopathy"
37335,musical
40952,"nudity, blackout, siege, revenge, murder, independent film, escape, mental institution, maniac, mental illness, meat cleaver, escaped mental patient, mailman"
38849,"android, spaceship, independent film, escape, fugitive"
171,"holiday, paris, parent child relationship, puberty, first time, daughter, mother daughter relationship, teenage crush, train, wedding, youth, celebration"
4202,"french revolution, biography, independent film"
7303,"hotel, politician, mistaken identity, maid, class differences, single mother, public relations, maid uniform, hotel clerk, wealth differences"
201,"clone, assassination, ambush, federation, starfleet, enterprise-e, romulus, android, senate, self sacrifice, telepathy, weapon, romulans, space opera"
2755,"wife husband relationship, channel surfing, mullet, spiritual journey, life changing, pioneer village, family gathering"
99826,stand-up comedy
121,"elves, orcs, middle-earth (tolkien), hobbit, based on novel, explosive, cave, fort, army, mission, attack, guide, wizard, ring, sword and sorcery"
1429,"prison, prisoner, dream, drug dealer, nightclub, american dream, male friendship, melancholy, girlfriend, friendship, aftercreditsstinger"
3131,"fire, irish-american, immigrant, gang war, pickpocket, ship, gang of thieves, butcher, pig, army, rescue, gang"
2642,"set, sammen"
2149,"sex, infidelity, eroticism, nudity, seduction, murder, drug, neo-noir"
32074,"cia, hostage, eastern germany, russia"
4032,"neighbor, child killed by animal, writing class, makeup artist, bee sting, camper, cosmetologist, tree climbing, death in childbirth, tuba, bee attack"
8392,"japan, mother, sister sister relationship, supernatural powers, leave, village, hospital, new neighbor, moving, new home, magical creature, cute, anime"
31804,hong kong
26946,"monster, island, water monster, crab, independent film, b movie, giant monster, decapitation, scientist, creature feature, giant crab"
4561,"eroticism, subjection, sadomasochism, bdsm, erotic movie"
4435,"buddhism, emperor, commander, reue, india, ancient world, historical drama"
640,"con man, biography, fbi agent, overhead camera shot, attempted jailbreak, engagement party, mislaid trust, bank fraud, inspired by a true story"
1574,"chicago, based on play or musical, prison matron, jazz age, nude man murdered"
590,"london england, suicide, gay, poetry, aids, drowning, depression, home, way of life, self-destruction, province, literature, empowerment, country life, family's daily life, sense of life, homelessness, leaving one's family, delusion"
423,"individual, resistance, radio station, war crimes, loss of family, child murderer, hunger, world war ii, prisoners of war, homeland, deportation, hiding place, ghetto riot, jew persecution, liberation, warsaw ghetto, polish resistance, nazis, biography, classical music, panzer, pianist"
262,"prison, show business, entertainer, fbi, blackmail, tv show, public, studio, receptionist"
4912,"microfilm, biography, silencer, intrigue"
598,"male nudity, street gang, brazilian, photographer, 1970s, puberty, ghetto, gang war, coming of age, woman director, 1980s"
26393,marriage
1484,"child murderer, court"
34148,"family, motherhood"
26252,"tourist, inspector, promise, fugitive, algiers"
5968,"adultery, infidelity, red dress"
92348,"feminism, documentary, independent film, woman director"
1647,"spy, cia, extramarital affair"
26761,"brother-in-law, self-defense, nightmare, childhood trauma, foster sister, film noir"
65300,
4628,"love triangle, cold war, iron curtain, renegade"
4193,"detective, greece, murder mystery"
3028,"double life, musical, jekyll and hyde"
124963,"pope, nun, black market, scandal, priest, money, catholic, sicilian, catholic church"
72340,
25872,"musical, parody, pirate"
83562,"gay, malaya"
127,"train station, lodz, airplane, chance, functionary, libya, political party, student, train"
27726,"monster, legend"
1563,independent film
2262,"alcohol, munich, doctor, drug, movie star"
46925,
6038,"london england, indian territory, emperor, revenge, murder, arrow, duringcreditsstinger, imperial seal"
1956,"desperation, highway, wilderness, getting lost, friendship, murder, best friend, desert, very little dialogue, tarkovskyesque, friend"
118936,
3426,love triangle
2984,"usa, hong kong"
26172,"mormon, newspaper reporter"
31598,"police brutality, crime boss, police corruption, district attorney"
4952,"telephone, love, texan, millionaire, interior decorator"
991,"extraterrestrial technology, dystopia, alien life-form"
4911,"corruption, police brutality, riot, ghetto, street war, hold-up robbery, moral conflict, special unit, police everyday life, cops, independent film, los angeles, family"
102,"individual, denmark, paraplegic, broken engagement, desperation, wedding vows, sense of guilt, chance, secret love, car crash, hospital, dogme 95, relationship, divorce, extramarital affair, disabled, woman director"
41820,independent film
7015,"prisoner, alcoholism, independent film"
6524,"wealth, teacher"
77233,
979,"paris, prostitute, rape, sex, nudity, trauma, knife, assault, police, love, revenge, unsimulated sex, cruelty, brutality, violence, drug, dark, evil, boyfriend, rape and revenge, underpass, new french extremism"
1591,"loss of family, emigration, world war ii, jew, national socialism, kenia, only child, farm, marriage crisis, capture, woman director, emigrant"
455,"london england, tradition, indian lead, culture clash, immigration, role of women, sikh, women's soccer, soccer, family, woman director"
4762,"cologne, terrorist, 1970s, yellow press, communist, german, carnival, calumny, shadowing, investigation, glory, freedom of the press, woman director, social issues, new german cinema"
27236,"car mechanic, racing car, chevrolet, independent film, road movie"
8996,"russia, german, nazis, hitler youth, jewish, woman director, jewish boy"
125413,"baseball, red sox, mental health"
2671,"videoband, unofficial remake"
6171,religion and supernatural
2525,"bible, christian, flood, noah, noah's ark, adam and eve, abraham"
80243,"teenager, unemployed"
51927,
1675,"lovesickness, film business, film making, cinema, nice, film maker, insurance salesman, extramarital affair"
